16.467232174	192.168.32.130	216.58.215.132	178
16.483476157	192.168.32.130	216.58.215.132	1378
16.488158104	216.58.215.132	192.168.32.130	52
16.488176564	216.58.215.132	192.168.32.130	640
16.488184669	216.58.215.132	192.168.32.130	104
16.488186375	216.58.215.132	192.168.32.130	55
16.488189520	216.58.215.132	192.168.32.130	53
16.488191020	216.58.215.132	192.168.32.130	53
16.488192292	216.58.215.132	192.168.32.130	55
16.488339666	192.168.32.130	216.58.215.132	61
16.488407184	192.168.32.130	216.58.215.132	61
16.488483978	192.168.32.130	216.58.215.132	61
16.488563249	192.168.32.130	216.58.215.132	61
16.500971553	216.58.215.132	192.168.32.130	1340
16.501017320	192.168.32.130	216.58.215.132	52
16.501030456	216.58.215.132	192.168.32.130	1340
16.501038019	192.168.32.130	216.58.215.132	52
16.501039600	216.58.215.132	192.168.32.130	107
16.501042671	192.168.32.130	216.58.215.132	52
16.501044842	216.58.215.132	192.168.32.130	53
16.504707257	192.168.32.130	216.58.215.132	116
16.510626033	216.58.215.132	192.168.32.130	1378
16.512878868	192.168.32.130	216.58.215.132	1378
16.513828985	216.58.215.132	192.168.32.130	546
16.513877684	216.58.215.132	192.168.32.130	174
16.514767947	192.168.32.130	216.58.215.132	60
16.515023930	192.168.32.130	216.58.215.132	65
16.527145604	216.58.215.132	192.168.32.130	273
16.527166685	216.58.215.132	192.168.32.130	255
16.527171535	216.58.215.132	192.168.32.130	1378
16.527306140	216.58.215.132	192.168.32.130	1378
16.527312686	216.58.215.132	192.168.32.130	1299
16.527314860	216.58.215.132	192.168.32.130	89
16.527517181	192.168.32.130	216.58.215.132	65
16.530037276	192.168.32.130	216.58.215.132	69
16.532082305	192.168.32.130	216.58.215.132	172
16.534629173	192.168.32.130	216.58.215.132	568
16.537441914	216.58.215.132	192.168.32.130	52
16.537477333	216.58.215.132	192.168.32.130	60
16.537511453	192.168.32.130	216.58.215.132	52
16.538125202	192.168.32.130	216.58.215.132	569
16.551766502	216.58.215.132	192.168.32.130	53
16.555030571	192.168.32.130	216.58.215.132	61
16.557046755	216.58.215.132	192.168.32.130	640
16.557064205	216.58.215.132	192.168.32.130	105
16.557070397	216.58.215.132	192.168.32.130	53
16.557072646	216.58.215.132	192.168.32.130	52
16.557213171	192.168.32.130	216.58.215.132	61
16.562009051	216.58.215.132	192.168.32.130	1374
16.562026481	216.58.215.132	192.168.32.130	1378
16.562029292	216.58.215.132	192.168.32.130	1378
16.562198484	192.168.32.130	216.58.215.132	63
16.562279852	192.168.32.130	216.58.215.132	61
16.563249637	216.58.215.132	192.168.32.130	1378
16.563267456	216.58.215.132	192.168.32.130	1378
16.563270956	216.58.215.132	192.168.32.130	211
16.563272543	216.58.215.132	192.168.32.130	185
16.563422181	192.168.32.130	216.58.215.132	61
16.563488628	192.168.32.130	216.58.215.132	61
16.582812434	192.168.32.130	216.58.215.132	61
16.584784727	216.58.215.132	192.168.32.130	1373
16.585553818	216.58.215.132	192.168.32.130	1378
16.585656025	192.168.32.130	216.58.215.132	61
16.586044104	216.58.215.132	192.168.32.130	1378
16.586051754	216.58.215.132	192.168.32.130	1378
16.586053991	216.58.215.132	192.168.32.130	1378
16.586055365	216.58.215.132	192.168.32.130	1378
16.586056676	216.58.215.132	192.168.32.130	1378
16.586058246	216.58.215.132	192.168.32.130	1378
16.586059711	216.58.215.132	192.168.32.130	1340
16.586068725	192.168.32.130	216.58.215.132	52
16.586122913	192.168.32.130	216.58.215.132	61
16.586151565	192.168.32.130	216.58.215.132	61
16.586176301	192.168.32.130	216.58.215.132	61
16.586487486	216.58.215.132	192.168.32.130	1340
16.586498671	192.168.32.130	216.58.215.132	52
16.586504433	216.58.215.132	192.168.32.130	108
16.586510867	192.168.32.130	216.58.215.132	52
16.586513590	216.58.215.132	192.168.32.130	1378
16.586881024	192.168.32.130	216.58.215.132	116
16.588195296	216.58.215.132	192.168.32.130	1378
16.588294432	192.168.32.130	216.58.215.132	61
16.588644131	216.58.215.132	192.168.32.130	1378
16.588652798	216.58.215.132	192.168.32.130	1378
16.588705458	192.168.32.130	216.58.215.132	61
16.588767374	216.58.215.132	192.168.32.130	1378
16.589738531	216.58.215.132	192.168.32.130	1378
16.589747231	216.58.215.132	192.168.32.130	1378
16.589749246	216.58.215.132	192.168.32.130	1378
16.589751603	216.58.215.132	192.168.32.130	1378
16.589752924	216.58.215.132	192.168.32.130	1378
16.589809810	192.168.32.130	216.58.215.132	61
16.589842051	192.168.32.130	216.58.215.132	61
16.589866145	192.168.32.130	216.58.215.132	61
16.595322305	216.58.215.132	192.168.32.130	1378
16.596504006	216.58.215.132	192.168.32.130	1378
16.596618344	192.168.32.130	216.58.215.132	61
16.611523993	216.58.215.132	192.168.32.130	1186
16.611539491	216.58.215.132	192.168.32.130	53
16.611718117	192.168.32.130	216.58.215.132	63
16.612782573	216.58.215.132	192.168.32.130	1378
16.612808841	216.58.215.132	192.168.32.130	1378
16.613024412	192.168.32.130	216.58.215.132	61
16.623555597	216.58.215.132	192.168.32.130	1378
16.623572791	216.58.215.132	192.168.32.130	1378
16.623574813	216.58.215.132	192.168.32.130	1378
16.623703330	192.168.32.130	216.58.215.132	61
16.625026171	216.58.215.132	192.168.32.130	1378
16.625043253	216.58.215.132	192.168.32.130	1053
16.625045372	216.58.215.132	192.168.32.130	52
16.625163783	192.168.32.130	216.58.215.132	61
16.637291671	192.168.32.130	216.58.215.132	61
16.651162736	192.168.32.130	216.58.215.132	61
16.672475125	216.58.215.132	192.168.32.130	53
16.674932955	192.168.32.130	193.136.172.20	72
17.130151844	193.136.172.20	192.168.32.130	88
17.132647684	192.168.32.130	142.250.200.131	1378
17.169473785	192.168.32.130	142.250.200.131	60
17.173733231	142.250.200.131	192.168.32.130	1378
17.173784978	142.250.200.131	192.168.32.130	261
17.173791559	142.250.200.131	192.168.32.130	92
17.175235398	192.168.32.130	142.250.200.131	1378
17.176588335	192.168.32.130	142.250.200.131	69
17.185238559	192.168.32.130	142.250.200.131	101
17.185776069	192.168.32.130	142.250.200.131	98
17.186625101	192.168.32.130	142.250.200.131	593
17.187013088	192.168.32.130	142.250.200.131	194
17.187575366	192.168.32.130	142.250.200.131	276
17.190939936	142.250.200.131	192.168.32.130	60
17.191026629	192.168.32.130	142.250.200.131	52
17.191935673	192.168.32.130	142.250.200.131	569
17.211749304	142.250.200.131	192.168.32.130	640
17.211814221	142.250.200.131	192.168.32.130	104
17.212364614	192.168.32.130	142.250.200.131	61
17.233028452	142.250.200.131	192.168.32.130	55
17.233126073	142.250.200.131	192.168.32.130	55
17.233140631	142.250.200.131	192.168.32.130	53
17.233637756	192.168.32.130	142.250.200.131	61
17.238428562	142.250.200.131	192.168.32.130	1374
17.238482811	142.250.200.131	192.168.32.130	1378
17.238494266	142.250.200.131	192.168.32.130	1378
17.238503305	142.250.200.131	192.168.32.130	1378
17.238511524	142.250.200.131	192.168.32.130	1378
17.238521267	142.250.200.131	192.168.32.130	1374
17.238530597	142.250.200.131	192.168.32.130	1378
17.238538520	142.250.200.131	192.168.32.130	1378
17.238557898	142.250.200.131	192.168.32.130	1378
17.238568777	142.250.200.131	192.168.32.130	76
17.239056408	142.250.200.131	192.168.32.130	1378
17.239120639	142.250.200.131	192.168.32.130	1378
17.239136368	142.250.200.131	192.168.32.130	232
17.239148714	142.250.200.131	192.168.32.130	1378
17.239159595	142.250.200.131	192.168.32.130	1378
17.239159190	192.168.32.130	142.250.200.131	63
17.239169425	142.250.200.131	192.168.32.130	1378
17.239180281	142.250.200.131	192.168.32.130	1378
17.239198036	142.250.200.131	192.168.32.130	1378
17.239210612	142.250.200.131	192.168.32.130	52
17.239259357	142.250.200.131	192.168.32.130	1378
17.239268738	142.250.200.131	192.168.32.130	1378
17.239274382	142.250.200.131	192.168.32.130	1378
17.239280369	142.250.200.131	192.168.32.130	1378
17.239286840	142.250.200.131	192.168.32.130	1378
17.239293670	142.250.200.131	192.168.32.130	1378
17.239302465	142.250.200.131	192.168.32.130	1378
17.239314399	142.250.200.131	192.168.32.130	1378
17.239579748	192.168.32.130	142.250.200.131	61
17.239897308	192.168.32.130	142.250.200.131	61
17.240266307	192.168.32.130	142.250.200.131	63
17.240427042	192.168.32.130	142.250.200.131	61
17.240718175	192.168.32.130	142.250.200.131	63
17.240919270	192.168.32.130	142.250.200.131	61
17.241273977	192.168.32.130	142.250.200.131	61
17.241719011	142.250.200.131	192.168.32.130	1378
17.241753720	142.250.200.131	192.168.32.130	1378
17.241763412	142.250.200.131	192.168.32.130	1378
17.241771129	142.250.200.131	192.168.32.130	1378
17.241778339	142.250.200.131	192.168.32.130	1378
17.241785114	142.250.200.131	192.168.32.130	1378
17.241791201	142.250.200.131	192.168.32.130	1378
17.241796431	142.250.200.131	192.168.32.130	1378
17.241801760	142.250.200.131	192.168.32.130	1378
17.241807010	142.250.200.131	192.168.32.130	1378
17.241812240	142.250.200.131	192.168.32.130	1378
17.241817409	142.250.200.131	192.168.32.130	1340
17.241848332	192.168.32.130	142.250.200.131	52
17.241870490	142.250.200.131	192.168.32.130	1340
17.241889798	192.168.32.130	142.250.200.131	52
17.241894871	142.250.200.131	192.168.32.130	158
17.241906463	192.168.32.130	142.250.200.131	52
17.242856228	142.250.200.131	192.168.32.130	1378
17.247467897	192.168.32.130	142.250.200.131	61
17.247696110	192.168.32.130	142.250.200.131	61
17.249025401	192.168.32.130	142.250.200.131	61
17.249232012	192.168.32.130	142.250.200.131	61
17.251170379	192.168.32.130	142.250.200.131	61
17.251382214	192.168.32.130	142.250.200.131	61
17.251631224	192.168.32.130	142.250.200.131	61
17.251898836	192.168.32.130	142.250.200.131	61
17.252096193	192.168.32.130	142.250.200.131	61
17.252274058	192.168.32.130	142.250.200.131	61
17.252552660	192.168.32.130	142.250.200.131	61
17.271021770	142.250.200.131	192.168.32.130	1378
17.271074876	142.250.200.131	192.168.32.130	1378
17.271085592	142.250.200.131	192.168.32.130	1378
17.271353077	142.250.200.131	192.168.32.130	1378
17.271386344	142.250.200.131	192.168.32.130	1378
17.271395911	142.250.200.131	192.168.32.130	1378
17.271964373	142.250.200.131	192.168.32.130	1378
17.271994671	142.250.200.131	192.168.32.130	1378
17.272003282	142.250.200.131	192.168.32.130	1378
17.272301475	142.250.200.131	192.168.32.130	1378
17.272318656	142.250.200.131	192.168.32.130	1378
17.272327180	142.250.200.131	192.168.32.130	1378
17.274266512	142.250.200.131	192.168.32.130	1378
17.274298502	142.250.200.131	192.168.32.130	1378
17.274307789	142.250.200.131	192.168.32.130	1378
17.275544176	142.250.200.131	192.168.32.130	1378
17.275573318	142.250.200.131	192.168.32.130	1378
17.275581961	142.250.200.131	192.168.32.130	1378
17.275589816	142.250.200.131	192.168.32.130	1378
17.275597738	142.250.200.131	192.168.32.130	1378
17.275604867	142.250.200.131	192.168.32.130	1313
17.275682286	192.168.32.130	142.250.200.131	116
17.276200210	192.168.32.130	142.250.200.131	61
17.276493386	192.168.32.130	142.250.200.131	61
17.276703703	192.168.32.130	142.250.200.131	61
17.276912675	192.168.32.130	142.250.200.131	61
17.277075997	192.168.32.130	142.250.200.131	61
17.277322003	192.168.32.130	142.250.200.131	61
17.277503042	192.168.32.130	142.250.200.131	64
17.277763658	192.168.32.130	142.250.200.131	61
17.292451944	192.168.32.130	142.250.200.131	61
17.292717005	192.168.32.130	142.250.200.131	61
17.292920930	192.168.32.130	142.250.200.131	61
17.308703510	142.250.200.131	192.168.32.130	632
17.308765527	192.168.32.130	142.250.200.131	52
17.362964119	192.168.32.130	142.250.200.131	61
17.510156858	142.250.200.131	192.168.32.130	53
17.510206443	142.250.200.131	192.168.32.130	54
17.759626430	192.168.32.130	193.136.172.20	72
17.823418936	193.136.172.20	192.168.32.130	314
17.824567629	192.168.32.130	172.217.17.14	60
17.845390518	172.217.17.14	192.168.32.130	60
17.845579436	192.168.32.130	172.217.17.14	52
17.846714278	192.168.32.130	172.217.17.14	569
17.896301583	172.217.17.14	192.168.32.130	52
17.896358876	172.217.17.14	192.168.32.130	1340
17.896390777	192.168.32.130	172.217.17.14	52
17.896430980	172.217.17.14	192.168.32.130	1340
17.896455450	192.168.32.130	172.217.17.14	52
17.897304256	172.217.17.14	192.168.32.130	1340
17.897348457	192.168.32.130	172.217.17.14	52
17.897379430	172.217.17.14	192.168.32.130	54
17.897401060	192.168.32.130	172.217.17.14	52
17.909674500	192.168.32.130	172.217.17.14	116
17.910090056	192.168.32.130	172.217.17.14	144
17.910688563	192.168.32.130	172.217.17.14	1340
17.910696147	192.168.32.130	172.217.17.14	128
17.935243783	172.217.17.14	192.168.32.130	52
17.935297041	172.217.17.14	192.168.32.130	632
17.935336279	192.168.32.130	172.217.17.14	52
17.935365827	172.217.17.14	192.168.32.130	83
17.935390757	192.168.32.130	172.217.17.14	52
17.935906333	192.168.32.130	172.217.17.14	83
17.966994359	172.217.17.14	192.168.32.130	52
18.026209835	172.217.17.14	192.168.32.130	1235
18.026263332	192.168.32.130	172.217.17.14	52
18.043636111	172.217.17.14	192.168.32.130	1340
18.043699201	192.168.32.130	172.217.17.14	52
18.043744954	172.217.17.14	192.168.32.130	1340
18.043785564	192.168.32.130	172.217.17.14	52
18.043798609	172.217.17.14	192.168.32.130	1340
18.043816378	192.168.32.130	172.217.17.14	52
18.044241129	172.217.17.14	192.168.32.130	1340
18.044273418	192.168.32.130	172.217.17.14	52
18.079715180	172.217.17.14	192.168.32.130	1340
18.079781761	172.217.17.14	192.168.32.130	1340
18.079803082	172.217.17.14	192.168.32.130	1340
18.079814306	172.217.17.14	192.168.32.130	1340
18.079825044	172.217.17.14	192.168.32.130	1340
18.079838600	172.217.17.14	192.168.32.130	1340
18.079848277	172.217.17.14	192.168.32.130	1340
18.079860669	172.217.17.14	192.168.32.130	1340
18.079870845	172.217.17.14	192.168.32.130	1340
18.079881529	172.217.17.14	192.168.32.130	1340
18.079892113	172.217.17.14	192.168.32.130	1340
18.079902778	172.217.17.14	192.168.32.130	1340
18.079913342	172.217.17.14	192.168.32.130	1340
18.079932567	172.217.17.14	192.168.32.130	1340
18.079945214	172.217.17.14	192.168.32.130	585
18.080013003	192.168.32.130	172.217.17.14	52
18.163101542	192.168.32.130	172.217.17.14	1378
18.175178502	192.168.32.130	193.136.172.20	77
18.183837557	193.136.172.20	192.168.32.130	93
18.183862169	172.217.17.14	192.168.32.130	1378
18.184366749	192.168.32.130	142.250.184.170	1378
18.185574440	192.168.32.130	172.217.17.14	1378
18.202616303	172.217.17.14	192.168.32.130	1378
18.202660122	172.217.17.14	192.168.32.130	1378
18.203004397	192.168.32.130	172.217.17.14	69
18.203620177	172.217.17.14	192.168.32.130	1302
18.203647848	172.217.17.14	192.168.32.130	89
18.205472001	192.168.32.130	172.217.17.14	177
18.206163644	192.168.32.130	172.217.17.14	1358
18.206703916	192.168.32.130	172.217.17.14	173
18.207168048	192.168.32.130	172.217.17.14	176
18.207632245	192.168.32.130	172.217.17.14	159
18.208125203	192.168.32.130	172.217.17.14	198
18.208590735	192.168.32.130	172.217.17.14	180
18.209043818	192.168.32.130	172.217.17.14	147
18.209497681	192.168.32.130	172.217.17.14	141
18.209941557	192.168.32.130	172.217.17.14	140
18.210368264	192.168.32.130	172.217.17.14	160
18.210840560	192.168.32.130	172.217.17.14	156
18.211286313	192.168.32.130	172.217.17.14	167
18.214934066	192.168.32.130	142.250.184.170	60
18.237260817	172.217.17.14	192.168.32.130	640
18.237319910	172.217.17.14	192.168.32.130	105
18.237335038	142.250.184.170	192.168.32.130	1378
18.237352084	142.250.184.170	192.168.32.130	263
18.237357011	142.250.184.170	192.168.32.130	89
18.237363526	172.217.17.14	192.168.32.130	1374
18.237866684	192.168.32.130	172.217.17.14	61
18.238267485	192.168.32.130	172.217.17.14	63
18.239563836	172.217.17.14	192.168.32.130	1378
18.239596224	172.217.17.14	192.168.32.130	309
18.239604123	172.217.17.14	192.168.32.130	53
18.239612318	172.217.17.14	192.168.32.130	990
18.239622018	172.217.17.14	192.168.32.130	1374
18.240105802	172.217.17.14	192.168.32.130	1378
18.240130183	172.217.17.14	192.168.32.130	53
18.241403248	192.168.32.130	172.217.17.14	61
18.241737083	192.168.32.130	172.217.17.14	63
18.241960079	192.168.32.130	172.217.17.14	63
18.244454014	172.217.17.14	192.168.32.130	1378
18.244490252	172.217.17.14	192.168.32.130	1378
18.244505135	172.217.17.14	192.168.32.130	1378
18.244513458	172.217.17.14	192.168.32.130	1378
18.244531174	172.217.17.14	192.168.32.130	1378
18.244540044	172.217.17.14	192.168.32.130	158
18.244546985	172.217.17.14	192.168.32.130	53
18.244554669	172.217.17.14	192.168.32.130	1374
18.244565424	172.217.17.14	192.168.32.130	1378
18.244572681	172.217.17.14	192.168.32.130	53
18.244578833	172.217.17.14	192.168.32.130	1378
18.244585503	172.217.17.14	192.168.32.130	1378
18.244596635	172.217.17.14	192.168.32.130	1378
18.244603423	142.250.184.170	192.168.32.130	60
18.244667837	192.168.32.130	142.250.184.170	52
18.244688550	172.217.17.14	192.168.32.130	1378
18.244703417	172.217.17.14	192.168.32.130	1378
18.244711501	172.217.17.14	192.168.32.130	139
18.244719304	172.217.17.14	192.168.32.130	1374
18.244726234	172.217.17.14	192.168.32.130	1378
18.244734342	172.217.17.14	192.168.32.130	1378
18.244813025	172.217.17.14	192.168.32.130	1378
18.244826418	172.217.17.14	192.168.32.130	1378
18.244834754	172.217.17.14	192.168.32.130	1378
18.244841940	172.217.17.14	192.168.32.130	1378
18.244849588	172.217.17.14	192.168.32.130	1378
18.244857179	172.217.17.14	192.168.32.130	1378
18.247059709	192.168.32.130	172.217.17.14	61
18.247076895	172.217.17.14	192.168.32.130	1378
18.247111322	172.217.17.14	192.168.32.130	1378
18.247120266	172.217.17.14	192.168.32.130	1378
18.247126917	172.217.17.14	192.168.32.130	1378
18.247133305	172.217.17.14	192.168.32.130	1378
18.247140354	172.217.17.14	192.168.32.130	1378
18.247146945	172.217.17.14	192.168.32.130	1378
18.247153617	172.217.17.14	192.168.32.130	1378
18.247442116	172.217.17.14	192.168.32.130	1378
18.247461814	172.217.17.14	192.168.32.130	1378
18.247517557	192.168.32.130	172.217.17.14	63
18.247678867	192.168.32.130	172.217.17.14	61
18.248194000	192.168.32.130	172.217.17.14	63
18.248493907	172.217.17.14	192.168.32.130	1378
18.248516746	172.217.17.14	192.168.32.130	120
18.248531434	172.217.17.14	192.168.32.130	1378
18.248537926	172.217.17.14	192.168.32.130	198
18.248660779	192.168.32.130	172.217.17.14	61
18.248846240	192.168.32.130	172.217.17.14	61
18.249149252	192.168.32.130	172.217.17.14	63
18.250003852	192.168.32.130	142.250.184.170	569
18.253354653	192.168.32.130	142.250.184.170	1378
18.253635221	172.217.17.14	192.168.32.130	1378
18.253834472	192.168.32.130	142.250.184.170	97
18.269574646	192.168.32.130	172.217.17.14	63
18.269807870	192.168.32.130	172.217.17.14	61
18.270015574	192.168.32.130	172.217.17.14	61
18.270173991	192.168.32.130	172.217.17.14	61
18.270379670	192.168.32.130	172.217.17.14	61
18.270699191	192.168.32.130	172.217.17.14	61
18.270920680	192.168.32.130	172.217.17.14	61
18.271118905	192.168.32.130	172.217.17.14	61
18.271930377	192.168.32.130	142.250.184.170	516
18.273774618	172.217.17.14	192.168.32.130	1378
18.273811413	172.217.17.14	192.168.32.130	1378
18.274068932	172.217.17.14	192.168.32.130	1378
18.274089516	172.217.17.14	192.168.32.130	1378
18.274394887	172.217.17.14	192.168.32.130	1378
18.274427435	172.217.17.14	192.168.32.130	1378
18.278502183	172.217.17.14	192.168.32.130	1378
18.278540922	172.217.17.14	192.168.32.130	1378
18.278558579	172.217.17.14	192.168.32.130	1378
18.278590084	172.217.17.14	192.168.32.130	1378
18.278602357	172.217.17.14	192.168.32.130	100
18.278609522	172.217.17.14	192.168.32.130	1378
18.278618364	172.217.17.14	192.168.32.130	1378
18.278838854	172.217.17.14	192.168.32.130	1378
18.278867046	172.217.17.14	192.168.32.130	1378
18.279149875	172.217.17.14	192.168.32.130	1378
18.279198808	172.217.17.14	192.168.32.130	1378
18.279215816	172.217.17.14	192.168.32.130	372
18.279224728	142.250.184.170	192.168.32.130	52
18.279536412	172.217.17.14	192.168.32.130	1378
18.279567303	172.217.17.14	192.168.32.130	1378
18.279575208	172.217.17.14	192.168.32.130	1378
18.279974181	172.217.17.14	192.168.32.130	1378
18.279998547	172.217.17.14	192.168.32.130	1378
18.280310323	172.217.17.14	192.168.32.130	1378
18.280330036	172.217.17.14	192.168.32.130	1378
18.280619849	172.217.17.14	192.168.32.130	1378
18.280641462	172.217.17.14	192.168.32.130	1378
18.280936982	172.217.17.14	192.168.32.130	1378
18.280956523	172.217.17.14	192.168.32.130	53
18.280965986	172.217.17.14	192.168.32.130	1378
18.281267047	172.217.17.14	192.168.32.130	1378
18.281284738	172.217.17.14	192.168.32.130	1378
18.282393904	172.217.17.14	192.168.32.130	1378
18.282425780	142.250.184.170	192.168.32.130	640
18.282435294	142.250.184.170	192.168.32.130	104
18.286779890	192.168.32.130	142.250.184.170	61
18.286995958	192.168.32.130	172.217.17.14	61
18.287257170	192.168.32.130	172.217.17.14	63
18.287543675	192.168.32.130	172.217.17.14	63
18.287732331	192.168.32.130	172.217.17.14	63
18.287926328	192.168.32.130	172.217.17.14	61
18.288122320	192.168.32.130	172.217.17.14	61
18.288293467	192.168.32.130	172.217.17.14	61
18.288443585	192.168.32.130	172.217.17.14	61
18.288696887	192.168.32.130	172.217.17.14	64
18.288904975	192.168.32.130	172.217.17.14	61
18.289227534	192.168.32.130	172.217.17.14	64
18.290621593	172.217.17.14	192.168.32.130	1378
18.290659020	172.217.17.14	192.168.32.130	1378
18.290937480	172.217.17.14	192.168.32.130	1378
